key,item_fat_content,item_identifier,item_MRP,item_outlet_sales,item_type,item_weight,outlet_identifier,outlet_location_type,outlet_size,outlet_type,source,outlet_years,item_visibility_mean_ratio
853,Regular,FDJ40,108.6912,3057.3536,Food,13.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384449
854,Low Fat,FDU13,146.0418,588.5672,Food,8.355,OUT019,Tier 1,Small,Grocery Store,train,28,1.745545597
855,Low Fat,DRE27,96.4726,978.726,Drink,11.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447683
856,Regular,FDS27,197.511,2356.932,Food,10.195,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258868
857,Regular,FDU44,162.1552,3086.6488,Food,12.15,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612663
858,Low Fat,DRM59,153.2998,461.3994,Drink,5.88,OUT019,Tier 1,Small,Grocery Store,train,28,1.748152836
859,Low Fat,FDT08,150.505,2696.49,Food,13.65,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
860,Low Fat,FDL46,117.9466,1649.8524,Food,20.35,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.00259768
861,Non-Edible,NCV30,62.051,126.502,Non-consumable,20.2,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801948
862,Regular,FDP51,119.6124,2014.7108,Food,13.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447679
863,Regular,FDA51,112.2518,1707.777,Food,8.05,OUT013,Tier 3,High,Supermarket Type1,train,26,0.99839171
864,Low Fat,FDM46,94.712,932.12,Food,7.365,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236224
865,Low Fat,FDK02,118.344,2157.192,Food,12.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.002597683
866,Regular,FDJ57,184.8582,4643.955,Food,7.42,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034317
867,Low Fat,FDJ45,33.7216,1280.9992,Food,17.75,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612657
868,Non-Edible,NCB31,261.991,2366.919,Non-consumable,6.235,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095302
869,Regular,FDJ03,49.1692,886.8456,Food,12.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616797
870,Regular,FDT50,95.6752,958.752,Food,6.75,OUT013,Tier 3,High,Supermarket Type1,train,26,0.996128838
871,Non-Edible,NCY41,36.8532,1150.5024,Non-consumable,16.75,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763778
872,Regular,FDJ60,163.3184,2641.8944,Food,19.35,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472554
873,Regular,FDZ35,102.499,1547.985,Food,9.6,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
874,Regular,FDS21,62.0194,619.194,Food,19.85,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278117
875,Low Fat,FDM52,147.4076,2808.3444,Food,15.1,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
876,Regular,FDQ08,62.9536,2266.3832,Food,15.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99337794
877,Low Fat,FDQ56,85.6908,1929.4884,Food,6.59,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258884
878,Low Fat,FDS47,89.4856,1054.6272,Food,16.75,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776763
879,Low Fat,DRM48,38.6848,1155.8288,Drink,15.2,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472556
880,Regular,FDW46,65.7484,1174.4712,Food,13,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.0040953
881,Regular,FDW27,154.1314,3412.8908,Food,5.86,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.00407358
882,Non-Edible,NCQ05,150.1708,300.9416,Non-consumable,11.395,OUT010,Tier 3,Small,Grocery Store,train,15,1.672494867
883,Low Fat,FDU40,192.2478,387.4956,Food,20.85,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801925
884,Low Fat,DRE12,112.886,2942.836,Drink,4.59,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995251552
885,Regular,FDX35,226.3036,4098.6648,Food,5.035,OUT013,Tier 3,High,Supermarket Type1,train,26,0.996128837
886,Low Fat,FDD51,45.0744,452.744,Food,11.15,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001649439
887,Low Fat,FDY27,178.3344,3211.8192,Food,6.38,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004168517
888,Non-Edible,NCN06,162.2868,2620.5888,Non-consumable,8.39,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447681
889,Regular,FDR57,155.5288,1414.1592,Food,5.675,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034307
890,Regular,FDL32,110.1544,1565.9616,Food,15.7,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.997491376
891,Regular,FDW46,65.9484,1043.9744,Food,13,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514921
892,Non-Edible,NCO17,121.844,3115.944,Non-consumable,10,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612661
893,Regular,FDR19,145.3102,729.051,Food,13.5,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381133
894,Regular,FDJ33,125.173,2956.152,Food,8.895,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858114
895,Low Fat,FDB15,263.0568,527.3136,Food,10.895,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447682
896,Regular,FDA52,178.437,1058.622,Food,16.2,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236222
897,Regular,FDZ08,84.1592,1320.9472,Food,12.5,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157455
898,Regular,FDR27,131.9942,3047.3666,Food,15.1,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858118
899,Non-Edible,NCK42,217.6192,1725.7536,Non-consumable,7.475,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223243
900,Low Fat,FDZ12,144.847,143.147,Food,9.17,OUT019,Tier 1,Small,Grocery Store,train,28,0.96737239
901,Regular,FDM60,41.5138,446.7518,Food,10.8,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293662
902,Non-Edible,NCI31,35.019,585.904,Non-consumable,20,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.001019659
903,Regular,FDX39,210.3586,6331.758,Food,14.3,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
904,Non-Edible,NCV05,153.4656,1853.5872,Non-consumable,10.1,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003621038
905,Low Fat,FDX16,149.105,2247.075,Food,17.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
906,Low Fat,DRK12,32.89,33.29,Drink,9.5,OUT010,Tier 3,Small,Grocery Store,train,15,0.889716552
907,Non-Edible,NCA05,146.6734,445.4202,Non-consumable,20.75,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.00409532
908,Low Fat,DRG51,164.6526,657.8104,Drink,12.1,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196687
909,Non-Edible,NCR30,74.4696,223.7088,Non-consumable,20.6,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.001019666
910,Non-Edible,NCE31,33.1216,727.0536,Non-consumable,7.67,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211826
911,Low Fat,FDM56,111.1912,218.3824,Food,16.7,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740047
912,Low Fat,FDP24,119.5756,2665.8632,Food,20.6,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616786
913,Low Fat,DRM37,196.6768,591.2304,Drink,15.35,OUT010,Tier 3,Small,Grocery Store,train,15,1.668704102
914,Regular,FDN56,142.6786,2311.6576,Food,5.46,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381136
915,Low Fat,DRE60,224.772,7017.532,Drink,9.395,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
916,Low Fat,FDW49,180.6002,895.501,Food,19.5,OUT019,Tier 1,Small,Grocery Store,train,28,1.745545605
917,Low Fat,FDM20,243.8144,4655.2736,Food,10,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223239
918,Low Fat,FDK15,98.2042,198.4084,Food,10.8,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740041
919,Low Fat,FDK48,73.3354,451.4124,Food,7.445,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
920,Regular,FDO49,49.7008,50.6008,Food,10.6,OUT019,Tier 1,Small,Grocery Store,train,28,1.750870926
921,Regular,FDC09,102.1332,615.1992,Food,15.5,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293633
922,Non-Edible,NCZ41,126.1704,876.1928,Non-consumable,19.85,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999262293
923,Low Fat,FDP19,128.1652,2454.1388,Food,11.5,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
924,Low Fat,FDQ24,250.4724,251.6724,Food,15.7,OUT019,Tier 1,Small,Grocery Store,train,28,1.750870906
925,Low Fat,DRL11,159.0946,4102.6596,Drink,10.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472565
926,Low Fat,FDO36,177.766,2696.49,Food,19.7,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.996769968
927,Regular,FDN52,86.9198,1569.9564,Food,9.395,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612646
928,Regular,FDF21,188.653,189.753,Food,10.3,OUT010,Tier 3,Small,Grocery Store,train,15,1.672494848
929,Low Fat,FDU40,192.7478,3099.9648,Food,20.85,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381133
930,Low Fat,FDS51,61.4194,743.0328,Food,13.35,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776761
931,Low Fat,FDE45,177.8002,1611.9018,Food,12.1,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.996958469
932,Low Fat,FDX50,108.7228,1215.7508,Food,20.1,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023077
933,Non-Edible,NCN14,184.2608,367.5216,Non-consumable,19.1,OUT019,Tier 1,Small,Grocery Store,train,28,1.745545599
934,Low Fat,FDQ21,120.8756,3150.5656,Food,21.25,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514929
935,Regular,FDV57,181.766,7370.406,Food,15.25,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995665869
936,Low Fat,FDB44,209.2586,2954.8204,Food,6.655,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999167808
937,Low Fat,FDG52,47.7402,643.1628,Food,13.65,OUT013,Tier 3,High,Supermarket Type1,train,26,0.99839171
938,Regular,FDL38,88.4172,89.2172,Food,13.8,OUT019,Tier 1,Small,Grocery Store,train,28,1.74774004
939,Non-Edible,NCS54,176.737,4940.236,Non-consumable,13.6,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
940,Low Fat,DRL37,41.577,735.709,Drink,15.5,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999810913
941,Low Fat,FDA43,196.6794,1170.4764,Food,10.895,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381127
942,Regular,FDZ39,101.799,1135.189,Food,19.7,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095267
943,Low Fat,FDG45,211.8902,3823.0236,Food,8.1,OUT018,Tier 3,Medium,Supermarket Type2,train,4,0.742352836
944,Low Fat,FDH10,195.0478,1549.9824,Food,21,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381134
945,Regular,FDO10,58.3588,114.5176,Food,13.65,OUT010,Tier 3,Small,Grocery Store,train,15,1.678557608
946,Low Fat,FDS35,63.2826,1033.3216,Food,9.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384454
947,Regular,FDI41,145.1418,4561.3958,Food,18.5,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.992364788
948,Low Fat,FDN21,163.1236,2416.854,Food,18.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384452
949,Non-Edible,NCO18,176.8686,2133.2232,Non-consumable,13.15,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236218
950,Low Fat,FDB34,85.2198,1482.7366,Food,15.25,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514935
951,Low Fat,FDD05,121.5098,2892.2352,Food,19.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381113
952,Low Fat,FDX59,33.0558,984.7182,Food,10.195,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612663
953,Regular,FDZ23,185.424,745.696,Food,17.75,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801949
954,Regular,FDX27,92.7436,1323.6104,Food,20.7,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447677
955,Low Fat,FDV07,110.4228,1547.3192,Food,9.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,0.750607354
956,Low Fat,FDR14,55.5298,647.1576,Food,11.65,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858114
957,Regular,FDO01,128.7994,1798.9916,Food,21.1,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236223
958,Low Fat,FDO13,166.3526,1973.4312,Food,7.865,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095309
959,Low Fat,FDU25,57.0246,1737.738,Food,12.35,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034267
960,Non-Edible,NCK54,114.715,1864.24,Non-consumable,12.15,OUT027,Tier 3,Medium,Supermarket Type3,train,28,1
961,Low Fat,FDZ56,168.1474,1516.0266,Food,16.25,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381132
962,Non-Edible,NCL55,253.704,5060.08,Non-consumable,12.15,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005846605
963,Regular,FDD59,78.296,2157.192,Food,10.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001344291
964,Regular,FDJ55,226.0404,5400.9696,Food,12.8,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095294
965,Low Fat,FDA45,177.637,5469.547,Food,21.25,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995251552
966,Low Fat,DRF23,172.8396,174.4396,Drink,4.61,OUT010,Tier 3,Small,Grocery Store,train,15,1.67119672
967,Low Fat,FDT49,105.728,1278.336,Food,7,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656409
968,Non-Edible,NCO17,120.644,1917.504,Non-consumable,10,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.860810683
969,Low Fat,FDH22,128.1678,1017.3424,Food,6.405,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034294
970,Low Fat,FDT34,104.2964,1998.7316,Food,9.3,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.998508482
971,Low Fat,FDB39,57.9272,615.1992,Food,11.6,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472565
972,Low Fat,FDQ22,39.1822,314.2576,Food,16.75,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249699
973,Non-Edible,NCN43,122.973,123.173,Non-consumable,12.15,OUT010,Tier 3,Small,Grocery Store,train,15,1.668704241
974,Low Fat,FDG57,48.2034,1020.6714,Food,14.7,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
975,Regular,FDR20,46.7744,1222.4088,Food,20,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999810907
976,Low Fat,FDU22,120.2124,474.0496,Food,12.35,OUT019,Tier 1,Small,Grocery Store,train,28,1.748153007
977,Non-Edible,NCC43,250.9066,1506.0396,Non-consumable,7.39,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095305
978,Regular,FDP01,150.5682,762.341,Food,20.75,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196716
979,Low Fat,FDF52,184.2292,1277.0044,Food,9.3,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278107
980,Low Fat,FDZ33,147.6076,3547.3824,Food,10.195,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.9990343
981,Regular,FDP48,181.395,6042.135,Food,7.52,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612646
982,Low Fat,FDW56,192.2162,384.8324,Food,7.68,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801948
983,Low Fat,FDC26,110.6886,1223.0746,Food,10.195,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514932
984,Regular,FDF34,200.0084,2182.4924,Food,9.3,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514958
985,Regular,FDJ33,123.473,1478.076,Food,8.895,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023071
986,Low Fat,FDD04,143.2154,1418.154,Food,16,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472561
987,Non-Edible,NCJ31,239.2196,5061.4116,Non-consumable,19.2,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616801
988,Low Fat,FDO57,161.7578,2888.2404,Food,20.75,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211825
989,Regular,FDM36,172.1422,5518.1504,Food,11.65,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612643
990,Non-Edible,NCY05,35.2874,741.0354,Non-consumable,13.5,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223235
991,Regular,FDS44,241.7538,9133.4444,Food,12.65,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157454
992,Regular,FDZ39,101.199,1857.582,Food,19.7,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258884
993,Non-Edible,NCM31,143.3154,2836.308,Non-consumable,6.095,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095306
994,Low Fat,DRK11,150.8392,2982.784,Drink,8.21,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998486089
995,Low Fat,FDO34,165.9816,167.7816,Food,17.7,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196725
996,Non-Edible,NCL30,127.3336,1150.5024,Non-consumable,18.1,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.9990343
997,Low Fat,FDK28,259.2646,9275.9256,Food,5.695,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095301
998,Low Fat,DRJ39,219.3482,5038.1086,Drink,20.25,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.99825889
999,Non-Edible,NCP06,152.3366,2115.9124,Non-consumable,20.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612661
1000,Regular,FDE33,80.3644,1885.5456,Food,19.35,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377935
1001,Low Fat,FDZ44,115.6808,703.0848,Food,8.185,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763779
1002,Low Fat,FDV46,140.718,2656.542,Food,18.2,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004073565
1003,Non-Edible,NCO06,33.3558,713.0718,Non-consumable,19.25,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258884
1004,Low Fat,DRG03,154.4998,1691.7978,Drink,14.5,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616801
1005,Regular,FDU37,80.196,2157.192,Food,9.5,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616802
1006,Low Fat,FDI57,196.8768,2561.9984,Food,19.85,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391718
1007,Regular,FDM45,119.7756,2059.9852,Food,8.655,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391704
1008,Low Fat,FDC26,109.2886,1334.2632,Food,10.195,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258882
1009,Low Fat,FDU14,248.375,10236.675,Food,17.75,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157462
1010,Regular,FDB26,51.464,692.432,Food,14,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223247
1011,Regular,FDC29,114.0176,1488.7288,Food,8.39,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293631
1012,Low Fat,FDY58,228.9694,6622.7126,Food,11.65,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858118
1013,Regular,FDR59,260.4594,3139.9128,Food,14.5,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.99825888
1014,Low Fat,FDS03,65.8826,1614.565,Food,7.825,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99337794
1015,Low Fat,FDR43,38.319,585.904,Food,18.2,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616801
1016,Regular,FDZ25,169.379,5602.707,Food,15.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157484
1017,Non-Edible,NCN26,117.1808,703.0848,Non-consumable,10.85,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472559
1018,Low Fat,FDO38,77.2986,1012.6818,Food,17.25,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514931
1019,Regular,FDP28,261.2936,3131.9232,Food,13.65,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095295
1020,Low Fat,FDG31,65.4826,258.3304,Food,12.15,OUT010,Tier 3,Small,Grocery Store,train,15,1.668704106
1021,Low Fat,FDI45,176.1054,4027.4242,Food,13.1,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616796
1022,Non-Edible,NCS54,176.037,352.874,Non-consumable,13.6,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196826
1023,Regular,FDE17,152.2366,2418.1856,Food,20.1,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249683
1024,Non-Edible,NCG06,257.6646,2061.3168,Non-consumable,16.35,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223249
1025,Low Fat,FDQ57,144.476,146.476,Food,7.275,OUT019,Tier 1,Small,Grocery Store,train,28,1.750870896
1026,Non-Edible,NCB31,263.991,4207.856,Non-consumable,6.235,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258885
1027,Non-Edible,NCP29,65.8168,830.9184,Non-consumable,8.42,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.00204141
1028,Non-Edible,NCX29,144.3102,145.8102,Non-consumable,10,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740048
1029,Regular,FDU37,78.796,1198.44,Food,9.5,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514935
1030,Regular,FDM02,86.0198,87.2198,Food,12.5,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196724
1031,Regular,FDN16,102.199,1960.781,Food,12.6,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447684
1032,Low Fat,FDR46,147.476,2929.52,Food,16.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211823
1033,Regular,FDE50,189.3556,2253.0672,Food,19.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612654
1034,Regular,FDL52,39.8506,75.9012,Food,6.635,OUT010,Tier 3,Small,Grocery Store,train,15,1.668704117
1035,Regular,FDQ49,157.663,2190.482,Food,20.2,OUT013,Tier 3,High,Supermarket Type1,train,26,0.996363895
1036,Low Fat,FDI14,140.2496,1693.7952,Food,14.1,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.00124969
1037,Regular,FDS16,145.676,3661.9,Food,15.15,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391702
1038,Regular,FDU15,37.9532,862.8768,Food,13.65,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001649425
1039,Non-Edible,NCG43,94.0462,1850.924,Non-consumable,20.2,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994478399
1040,Low Fat,FDR23,177.837,6351.732,Food,15.85,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377941
1041,Low Fat,FDS52,102.1016,3542.056,Food,8.89,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377942
1042,Non-Edible,NCP18,151.9708,3611.2992,Non-consumable,12.15,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.00251495
1043,Low Fat,DRF23,172.8396,7152.0236,Drink,4.61,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612652
1044,Regular,FDO09,262.191,6048.793,Food,13.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249688
1045,Regular,FDB40,145.9102,2187.153,Food,17.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236251
1046,Low Fat,DRK37,189.453,759.012,Drink,5,OUT019,Tier 1,Small,Grocery Store,train,28,1.751036457
1047,Low Fat,DRN11,145.2444,1451.444,Drink,7.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
1048,Low Fat,FDE22,159.692,958.752,Food,9.695,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236213
1049,Low Fat,FDF04,256.4304,1808.3128,Food,17.5,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258927
1050,Regular,FDE41,83.1566,1099.2358,Food,9.195,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656404
1051,Low Fat,FDW08,106.028,1810.976,Food,12.1,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995251552
1052,Non-Edible,NCD54,143.4786,2311.6576,Non-consumable,21.1,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258866
1053,Low Fat,FDZ33,146.5076,1330.2684,Food,10.195,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293657
1054,Low Fat,FDO23,93.8436,1418.154,Food,17.85,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.99981091
1055,Regular,FDN34,167.1132,2874.9244,Food,15.6,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258878
1056,Regular,FDL39,182.1318,2345.6134,Food,16.1,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381141
1057,Low Fat,FDT28,151.6708,3912.2408,Food,13.3,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
